Department,Department Category,Organization,Position,Year,Salary,Real Salary (2013 dollars)
Family Studies & Social Work,Humanities,NAS,Assistant,1998,42240,60342.86
Family Studies & Social Work,Humanities,NAS,Assistant,1997,41316,59965.17
Family Studies & Social Work,Humanities,NAS,Assistant,1996,39824,59086.05
Family Studies & Social Work,Humanities,NAS,Assistant,1995,38367,58665.14
Family Studies & Social Work,Humanities,NAS,Assistant,1994,37211,58507.86
Family Studies & Social Work,Humanities,NAS,Assistant,1993,36603,59037.1
Family Studies & Social Work,Humanities,NAS,Assistant,1992,35472,58923.59
Family Studies & Social Work,Humanities,NAS,Assistant,1991,34266,58574.36
Family Studies & Social Work,Humanities,NAS,Assistant,1990,33519,59748.66
Finance,Business,NAS,Assistant,2009,143530,155841.48
Finance,Business,NAS,Assistant,2008,139111,150553.03
Finance,Business,NAS,Assistant,2007,133582,150092.13
Finance,Business,NAS,Assistant,2006,129250,149421.97
Finance,Business,NAS,Assistant,2005,122253,145886.63
Finance,Business,NAS,Assistant,2003,107631,136241.77
Finance,Business,NAS,Assistant,2002,101604,131611.4
Finance,Business,NAS,Assistant,2001,96603,127109.21
Finance,Business,NAS,Assistant,2000,91568,123907.98
Finance,Business,NAS,Assistant,1999,86020,120307.69
Finance,Business,NAS,Assistant,1998,79896,114137.14
Finance,Business,NAS,Assistant,1997,77161,111989.84
Finance,Business,NAS,Assistant,1996,73116,108480.71
Finance,Business,NAS,Assistant,1995,69305,105970.95
Finance,Business,NAS,Assistant,1994,66086,103908.81
Finance,Business,NAS,Assistant,1993,62335,100540.32
Finance,Business,NAS,Assistant,1992,59124,98212.62
Finance,Business,NAS,Assistant,1991,59153,101116.24
Finance,Business,NAS,Assistant,1990,55812,99486.63
French & Italian,Humanities,NAS,Assistant,2009,56816,61689.47
French & Italian,Humanities,NAS,Assistant,2008,56448,61090.91
French & Italian,Humanities,NAS,Assistant,2007,55518,62379.78
French & Italian,Humanities,NAS,Assistant,2006,52336,60504.05
French & Italian,Humanities,NAS,Assistant,2005,50873,60707.64
French & Italian,Humanities,NAS,Assistant,2003,46388,58718.99
French & Italian,Humanities,NAS,Assistant,2002,45520,58963.73
French & Italian,Humanities,NAS,Assistant,2001,44414,58439.47
French & Italian,Humanities,NAS,Assistant,2000,42426,57410.01
French & Italian,Humanities,NAS,Assistant,1999,42017,58765.03
French & Italian,Humanities,NAS,Assistant,1998,40498,57854.29
French & Italian,Humanities,NAS,Assistant,1997,38708,56179.97
French & Italian,Humanities,NAS,Assistant,1996,37441,55550.45
French & Italian,Humanities,NAS,Assistant,1995,36475,55772.17
French & Italian,Humanities,NAS,Assistant,1994,35437,55718.55
French & Italian,Humanities,NAS,Assistant,1993,34037,54898.39
French & Italian,Humanities,NAS,Assistant,1992,32941,54719.27
French & Italian,Humanities,NAS,Assistant,1991,32648,55808.55
French & Italian,Humanities,NAS,Assistant,1990,32649,58197.86
Geography,Social Science,NAS,Assistant,2009,61198,66447.34
Geography,Social Science,NAS,Assistant,2008,60625,65611.47
Geography,Social Science,NAS,Assistant,2007,58822,66092.13
Geography,Social Science,NAS,Assistant,2006,56724,65576.88
Geography,Social Science,NAS,Assistant,2005,53938,64365.16
Geography,Social Science,NAS,Assistant,2003,48528,61427.85
Geography,Social Science,NAS,Assistant,2002,47370,61360.1
Geography,Social Science,NAS,Assistant,2001,47082,61950
Geography,Social Science,NAS,Assistant,2000,45306,61307.17
Geography,Social Science,NAS,Assistant,1999,43941,61455.94
Geography,Social Science,NAS,Assistant,1998,43271,61815.71
Geography,Social Science,NAS,Assistant,1997,40559,58866.47
Geography,Social Science,NAS,Assistant,1996,39445,58523.74
Geography,Social Science,NAS,Assistant,1995,38337,58619.27
Geography,Social Science,NAS,Assistant,1994,36977,58139.94
Geography,Social Science,NAS,Assistant,1993,35374,57054.84
Geography,Social Science,NAS,Assistant,1992,35358,58734.22
Geography,Social Science,NAS,Assistant,1991,34557,59071.79
Geography,Social Science,NAS,Assistant,1990,33364,59472.37
Geology,Science and Math,NAS,Assistant,2009,65274,70872.96
Geology,Science and Math,NAS,Assistant,2008,64307,69596.32
Geology,Science and Math,NAS,Assistant,2007,62683,70430.34
Geology,Science and Math,NAS,Assistant,2006,60318,69731.79
Geology,Science and Math,NAS,Assistant,2005,57974,69181.38
Geology,Science and Math,NAS,Assistant,2003,52081,65925.32
Geology,Science and Math,NAS,Assistant,2002,51183,66299.22
Geology,Science and Math,NAS,Assistant,2001,51159,67314.47
Geology,Science and Math,NAS,Assistant,2000,48552,65699.59
Geology,Science and Math,NAS,Assistant,1999,46721,65344.06
Geology,Science and Math,NAS,Assistant,1998,46310,66157.14
Geology,Science and Math,NAS,Assistant,1997,44188,64133.53
Geology,Science and Math,NAS,Assistant,1996,42544,63121.66
Geology,Science and Math,NAS,Assistant,1995,40218,61495.41
Geology,Science and Math,NAS,Assistant,1994,39136,61534.59
Geology,Science and Math,NAS,Assistant,1993,37555,60572.58
Geology,Science and Math,NAS,Assistant,1992,36825,61171.1
Geology,Science and Math,NAS,Assistant,1991,35442,60584.62
Geology,Science and Math,NAS,Assistant,1990,34567,61616.76
GREAL,Humanities,NAS,Assistant,2009,54991,59707.93
GREAL,Humanities,NAS,Assistant,2008,54105,58555.19
GREAL,Humanities,NAS,Assistant,2007,54000,60674.16
GREAL,Humanities,NAS,Assistant,2006,52465,60653.18
GREAL,Humanities,NAS,Assistant,2005,50207,59912.89
GREAL,Humanities,NAS,Assistant,2003,47753,60446.84
GREAL,Humanities,NAS,Assistant,2002,46760,60569.95
GREAL,Humanities,NAS,Assistant,2001,44789,58932.89
GREAL,Humanities,NAS,Assistant,2000,72850,98579.16
GREAL,Humanities,NAS,Assistant,1999,41085,57461.54
GREAL,Humanities,NAS,Assistant,1998,40274,57534.29
GREAL,Humanities,NAS,Assistant,1997,37787,54843.25
GREAL,Humanities,NAS,Assistant,1996,37416,55513.35
GREAL,Humanities,NAS,Assistant,1995,36079,55166.67
GREAL,Humanities,NAS,Assistant,1994,35151,55268.87
GREAL,Humanities,NAS,Assistant,1993,33377,53833.87
GREAL,Humanities,NAS,Assistant,1992,32991,54802.33
GREAL,Humanities,NAS,Assistant,1991,31845,54435.9
GREAL,Humanities,NAS,Assistant,1990,31779,56647.06
History,Humanities,NAS,Assistant,2009,57369,62289.9
History,Humanities,NAS,Assistant,2008,56873,61550.87
History,Humanities,NAS,Assistant,2007,54947,61738.2
History,Humanities,NAS,Assistant,2006,52451,60636.99
History,Humanities,NAS,Assistant,2005,50458,60212.41
History,Humanities,NAS,Assistant,2003,46125,58386.08
History,Humanities,NAS,Assistant,2002,45410,58821.24
History,Humanities,NAS,Assistant,2001,44244,58215.79
History,Humanities,NAS,Assistant,2000,42800,57916.1
History,Humanities,NAS,Assistant,1999,41177,57590.21
History,Humanities,NAS,Assistant,1998,41027,58610
History,Humanities,NAS,Assistant,1997,38611,56039.19
History,Humanities,NAS,Assistant,1996,37663,55879.82
History,Humanities,NAS,Assistant,1995,36398,55654.43
History,Humanities,NAS,Assistant,1994,35119,55218.55
History,Humanities,NAS,Assistant,1993,33870,54629.03
History,Humanities,NAS,Assistant,1992,33271,55267.44
History,Humanities,NAS,Assistant,1991,32418,55415.38
History,Humanities,NAS,Assistant,1990,31540,56221.03
Communications and Speech Pathology,Other,NAS,Assistant,1991,32606,55736.75
Communications and Speech Pathology,Other,NAS,Assistant,1990,31946,56944.74
Sociology/Gerontology/Anthropology,Social Science,NAS,Assistant,2001,47314,62255.26
Sociology/Gerontology/Anthropology,Social Science,NAS,Assistant,2000,45753,61912.04
Sociology/Gerontology/Anthropology,Social Science,NAS,Assistant,1997,40070,58156.75
Sociology/Gerontology/Anthropology,Social Science,NAS,Assistant,1996,39030,57908.01
Sociology/Gerontology/Anthropology,Social Science,NAS,Assistant,1995,37724,57681.96
Sociology/Gerontology/Anthropology,Social Science,NAS,Assistant,1994,36428.1012658228,57276.89
Sociology/Gerontology/Anthropology,Social Science,NAS,Assistant,1993,35118.4637002342,56642.68
Sociology/Gerontology/Anthropology,Social Science,NAS,Assistant,1992,34466.0406320542,57252.56
Sociology/Gerontology/Anthropology,Social Science,NAS,Assistant,1991,34190,58444.44
Sociology/Gerontology/Anthropology,Social Science,NAS,Assistant,1990,33024,58866.31
Communications and Speech Pathology,Other,NAS,Assistant,1997,39890,57895.5
Communications and Speech Pathology,Other,NAS,Assistant,1996,38643,57333.83
Communications and Speech Pathology,Other,NAS,Assistant,1995,37112,56746.18
Communications and Speech Pathology,Other,NAS,Assistant,1994,35827,56331.76
Communications and Speech Pathology,Other,NAS,Assistant,1993,34961,56388.71
Communications and Speech Pathology,Other,NAS,Assistant,1992,34309,56991.69
Communications and Speech Pathology,Other,NAS,Assistant,1991,33716,57634.19
Communications and Speech Pathology,Other,NAS,Assistant,1990,32791,58450.98
Kinesiology & Health,Education and Health,NAS,Assistant,2009,61209,66459.28
Kinesiology & Health,Education and Health,NAS,Assistant,2008,60553,65533.55
Kinesiology & Health,Education and Health,NAS,Assistant,2007,58440,65662.92
Kinesiology & Health,Education and Health,NAS,Assistant,2006,56011,64752.6
Kinesiology & Health,Education and Health,NAS,Assistant,2005,54154,64622.91
Kinesiology & Health,Education and Health,NAS,Assistant,2003,49537,62705.06
Kinesiology & Health,Education and Health,NAS,Assistant,2002,47659,61734.46
Kinesiology & Health,Education and Health,NAS,Assistant,2001,46052,60594.74
Kinesiology & Health,Education and Health,NAS,Assistant,2000,44817,60645.47
Kinesiology & Health,Education and Health,NAS,Assistant,1999,43579,60949.65
Kinesiology & Health,Education and Health,NAS,Assistant,1998,42176,60251.43
Kinesiology & Health,Education and Health,NAS,Assistant,1997,41161,59740.2
Kinesiology & Health,Education and Health,NAS,Assistant,1996,40138,59551.93
Kinesiology & Health,Education and Health,NAS,Assistant,1995,38883,59454.13
Kinesiology & Health,Education and Health,NAS,Assistant,1994,36658,57638.36
Kinesiology & Health,Education and Health,NAS,Assistant,1993,35024,56490.32
Kinesiology & Health,Education and Health,NAS,Assistant,1992,31855,52915.28
Kinesiology & Health,Education and Health,NAS,Assistant,1991,32577,55687.18
Kinesiology & Health,Education and Health,NAS,Assistant,1990,31686,56481.28
Management,Business,NAS,Assistant,2009,124201,134854.51
Management,Business,NAS,Assistant,2008,120941,130888.53
Management,Business,NAS,Assistant,2007,111421,125192.13
Management,Business,NAS,Assistant,2006,106838,123512.14
Management,Business,NAS,Assistant,2005,101875,121569.21
Management,Business,NAS,Assistant,2003,91187,115426.58
Management,Business,NAS,Assistant,2002,90117,116731.87
Management,Business,NAS,Assistant,2001,87442,115055.26
Management,Business,NAS,Assistant,2000,81615,110439.78
Management,Business,NAS,Assistant,1999,72378,101227.97
Management,Business,NAS,Assistant,1998,72306,103294.29
Management,Business,NAS,Assistant,1997,67803,98407.84
Management,Business,NAS,Assistant,1996,64470,95652.82
Management,Business,NAS,Assistant,1995,61130,93470.95
Management,Business,NAS,Assistant,1994,59218,93110.06
Management,Business,NAS,Assistant,1993,55576,89638.71
Management,Business,NAS,Assistant,1992,53494,88860.47
Management,Business,NAS,Assistant,1991,51807,88558.97
Management,Business,NAS,Assistant,1990,49606,88424.24
MIS,Business,NAS,Assistant,2008,120617,130537.88
MIS,Business,NAS,Assistant,2007,114068,128166.29
MIS,Business,NAS,Assistant,2006,99954,115553.76
MIS,Business,NAS,Assistant,2005,101580,121217.18
MIS,Business,NAS,Assistant,2003,95776,121235.44
MIS,Business,NAS,Assistant,2002,89161,115493.52
MIS,Business,NAS,Assistant,2001,84954,111781.58
MIS,Business,NAS,Assistant,2000,79057,106978.35
MIS,Business,NAS,Assistant,1999,70109,98054.55
MIS,Business,NAS,Assistant,1998,71795,102564.29
MIS,Business,NAS,Assistant,1997,61626,89442.67
MIS,Business,NAS,Assistant,1996,56773,84232.94
MIS,Business,NAS,Assistant,1995,57166,87409.79
MIS,Business,NAS,Assistant,1994,54573.5130434783,85807.41
MIS,Business,NAS,Assistant,1993,52909.5505617978,85337.98
MIS,Business,NAS,Assistant,1992,52362.808988764,86981.41
MIS,Business,NAS,Assistant,1991,53001,90600
MIS,Business,NAS,Assistant,1990,52632,93818.18
Marketing,Business,NAS,Assistant,2009,113836,123600.43
Marketing,Business,NAS,Assistant,2008,113573,122914.5
Marketing,Business,NAS,Assistant,2007,111131,124866.29
Marketing,Business,NAS,Assistant,2006,105847,122366.47
Marketing,Business,NAS,Assistant,2005,99065,118215.99
Marketing,Business,NAS,Assistant,2003,88378,111870.89
Marketing,Business,NAS,Assistant,2002,84431,109366.58
Marketing,Business,NAS,Assistant,2001,81097,106706.58
Marketing,Business,NAS,Assistant,2000,77055,104269.28
Marketing,Business,NAS,Assistant,1999,71017,99324.48
Marketing,Business,NAS,Assistant,1998,66623,95175.71
Marketing,Business,NAS,Assistant,1997,64211,93194.48
Marketing,Business,NAS,Assistant,1996,62559,92817.51
Marketing,Business,NAS,Assistant,1995,60195,92041.28
Marketing,Business,NAS,Assistant,1994,57826,90921.38
Marketing,Business,NAS,Assistant,1993,54861,88485.48
Marketing,Business,NAS,Assistant,1992,53900,89534.88
Marketing,Business,NAS,Assistant,1991,51108,87364.1
Marketing,Business,NAS,Assistant,1990,49762,88702.32
Mathematics & Statistics,Science and Math,NAS,Assistant,2009,65406,71016.29
Mathematics & Statistics,Science and Math,NAS,Assistant,2008,64474,69777.06
Mathematics & Statistics,Science and Math,NAS,Assistant,2007,61889,69538.2
Mathematics & Statistics,Science and Math,NAS,Assistant,2006,59504,68790.75
Mathematics & Statistics,Science and Math,NAS,Assistant,2005,57581,68712.41
Mathematics & Statistics,Science and Math,NAS,Assistant,2003,52540,66506.33
Mathematics & Statistics,Science and Math,NAS,Assistant,2002,50915,65952.07
Mathematics & Statistics,Science and Math,NAS,Assistant,2001,50302,66186.84
Mathematics & Statistics,Science and Math,NAS,Assistant,2000,47959,64897.16
Mathematics & Statistics,Science and Math,NAS,Assistant,1999,46286,64735.66
Mathematics & Statistics,Science and Math,NAS,Assistant,1998,45681,65258.57
Mathematics & Statistics,Science and Math,NAS,Assistant,1997,43245,62764.88
Mathematics & Statistics,Science and Math,NAS,Assistant,1996,42087,62443.62
Mathematics & Statistics,Science and Math,NAS,Assistant,1995,40494,61917.43
Mathematics & Statistics,Science and Math,NAS,Assistant,1994,39344,61861.64
Mathematics & Statistics,Science and Math,NAS,Assistant,1993,37953,61214.52
Mathematics & Statistics,Science and Math,NAS,Assistant,1992,37093,61616.28
Mathematics & Statistics,Science and Math,NAS,Assistant,1991,36355,62145.3
Mathematics & Statistics,Science and Math,NAS,Assistant,1990,35376,63058.82
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,2009,80333,87223.67
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,2008,79938,86512.99
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,2007,77633,87228.09
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,2006,74715,86375.72
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,2005,71491,85311.46
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,2003,66495,84170.89
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,2002,64802,83940.41
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,2001,63184,83136.84
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,2000,60164,81412.72
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,1999,57630,80601.4
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,1998,55006,78580
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,1997,53864,78177.07
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,1996,52398,77741.84
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,1995,50338,76969.42
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,1994,49017,77070.75
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,1993,47079,75933.87
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,1992,46438,77139.53
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,1991,44834,76639.32
Mechanical & Manufacturing Engineering,Engineering and Computer Science,NAS,Assistant,1990,44875,79991.09
Microbiology,Science and Math,NAS,Assistant,2009,66696,72416.94
Microbiology,Science and Math,NAS,Assistant,2008,65077,70429.65
